,0
0,0.417022004702574
1,0.7203244934421581
2,0.00011437481734488664
3,0.30233257263183977
4,0.14675589081711304
5,0.0923385947687978
6,0.1862602113776709
7,0.34556072704304774
8,0.39676747423066994
9,0.538816734003357
10,0.4191945144032948
11,0.6852195003967595
12,0.20445224973151743
13,0.8781174363909454
14,0.027387593197926163
15,0.6704675101784022
16,0.41730480236712697
17,0.5586898284457517
18,0.14038693859523377
19,0.1981014890848788
20,0.8007445686755367
21,0.9682615757193975
22,0.31342417815924284
23,0.6923226156693141
24,0.8763891522960383
25,0.8946066635038473
26,0.08504421136977791
27,0.03905478323288236
28,0.1698304195645689
29,0.8781425034294131
30,0.0983468338330501
31,0.42110762500505217
32,0.9578895301505019
33,0.5331652849730171
34,0.6918771139504734
35,0.31551563100606295
36,0.6865009276815837
37,0.8346256718973729
38,0.018288277344191806
39,0.7501443149449675
40,0.9888610889064947
41,0.7481656543798394
42,0.2804439920644052
43,0.7892793284514885
44,0.10322600657764203
45,0.44789352617590517
46,0.9085955030930956
47,0.2936141483736795
48,0.28777533858634874
49,0.13002857211827767
50,0.019366957870297075
51,0.678835532939891
52,0.21162811600005904
53,0.2655466593722262
54,0.4915731592803383
55,0.053362545117080384
56,0.5741176054920131
57,0.14672857490581015
58,0.5893055369032842
59,0.6997583600209312
60,0.10233442882782584
61,0.4140559878195683
62,0.6944001577277451
63,0.41417926952690265
64,0.04995345894608716
65,0.5358964059155116
66,0.6637946452197888
67,0.5148891120583086
68,0.9445947559908133
69,0.5865550405019929
70,0.9034019152878835
71,0.13747470414623753
72,0.13927634725075855
73,0.8073912887095238
74,0.3976768369855336
75,0.16535419711693278
76,0.9275085803960339
77,0.34776585974550656
78,0.7508121031361555
79,0.7259979853504515
80,0.8833060912058098
81,0.6236722070556089
82,0.7509424340273372
83,0.34889834197784253
84,0.2699278917650261
85,0.8958862181960668
86,0.4280911898712949
87,0.9648400471483856
88,0.6634414978184481
89,0.6216957202091218
90,0.11474597295337519
91,0.9494892587070712
92,0.4499121334799405
93,0.5783896143871318
94,0.40813680276128117
95,0.2370269802430277
96,0.9033795205622538
97,0.5736794866722859
98,0.00287032703115897
99,0.6171449136207239
100,0.32664490177209615
101,0.5270581022576093
102,0.8859420993107745
103,0.35726976000249977
104,0.9085351509197992
105,0.6233601157918027
106,0.015821242846556283
107,0.9294372337437613
108,0.690896917516924
109,0.9973228504514805
110,0.17234050834532855
111,0.13713574962887776
112,0.9325954630371636
113,0.6968181614899002
114,0.06600017272206249
115,0.7554630526024664
116,0.7538761884612464
117,0.9230245355464833
118,0.7115247586284718
119,0.1242709619721647
120,0.01988013383979559
121,0.026210986877719278
122,0.028306488020794607
123,0.2462110676030459
124,0.860027948682888
125,0.5388310643416528
126,0.5528219786857659
127,0.8420308923596057
128,0.12417331511991114
129,0.2791836790111395
130,0.5857592714582879
131,0.9695957483196745
132,0.56103021925571
133,0.01864728937294302
134,0.8006326726806163
135,0.23297427384102043
136,0.8071051956187791
137,0.38786064406417176
138,0.8635418545594287
139,0.7471216427371846
140,0.5562402339904189
141,0.13645522566068502
