,0
0,0.0
1,207.46183673469383
2,202.0481785722161
3,152.0542361159954
4,109.6215943262853
5,75.93593203021116
6,267.50714285714287
7,264.3816298424134
8,194.07866900481014
9,141.87681635954925
10,97.88756035980875
11,69.61303427636304
12,207.46183673469392
13,205.03788399889635
14,150.5152973214805
15,110.03079991677696
16,75.91547967214171
17,53.987522715840086
18,109.23324238222996
19,394.861969925288
20,289.86236906624595
21,211.89732141318635
22,146.1980355363323
23,103.96917464812307
24,0.0
25,311.27326530612254
26,303.1506771713199
27,228.140362219877
28,164.47493259997574
29,113.93336668148191
30,153.61072503571202
31,345.2518058398701
32,253.44427670276687
33,185.27469962320302
34,127.82982313721082
35,90.90656490858599
36,212.680612244898
37,210.19568412502701
38,154.30156259289495
39,112.79866340922337
40,77.82516027843567
41,55.34559784831044
42,624.2485108748077
43,1025.7117178854062
44,752.9598978132229
45,550.4342836641359
46,379.7707796722397
47,270.07513728311693
48,842.9199360564951
49,1334.4659336103666
50,979.6118299964145
51,716.1230464982148
52,494.0873339129305
53,351.3717001912301
54,0.0
55,267.50714285714287
56,260.52661935343144
57,196.06302008562685
58,141.34917513128053
59,97.9139322070746
60,0.0
61,207.46183673469383
62,202.0481785722161
63,152.0542361159954
64,109.6215943262853
65,75.93593203021116
66,0.0
67,267.50714285714287
68,260.52661935343144
69,196.06302008562685
70,141.34917513128053
71,97.9139322070746
72,0.0
73,267.50714285714287
74,260.52661935343144
75,196.06302008562685
76,141.34917513128053
77,97.9139322070746
78,215.2032027362998
79,340.69824495904385
80,250.10157458117888
81,182.831092927624
82,126.14386271008273
83,89.70758905740676
84,238.86593860233054
85,479.7027443681118
86,352.1427347293788
87,257.4259724870191
88,177.61041632161985
89,126.30818414300289
90,0.0
91,267.50714285714287
92,260.52661935343144
93,196.06302008562685
94,141.34917513128053
95,97.9139322070746
96,0.0
97,207.46183673469383
98,202.0481785722161
99,152.0542361159954
100,109.6215943262853
101,75.93593203021116
102,1528.1145740852498
103,1570.7793946905454
104,1153.086068814362
105,842.9374607256565
106,581.5826269826849
107,413.5942421883647
108,260.60538747591914
109,351.0744682669528
110,257.71860761821705
111,188.3993524532172
112,129.98566966908064
113,92.4397016827174
114,0.0
115,311.27326530612254
116,303.1506771713199
117,228.140362219877
118,164.47493259997574
119,113.93336668148191
120,182.99602793663237
121,110.25058322251273
122,80.93333285517352
123,59.164480371488615
124,40.82038765828994
125,29.029542004989004
126,272.41310843771595
127,547.0738795327991
128,401.5988949395239
129,293.579778549082
130,202.55464585781357
131,144.04734833626517
132,270.5686446826689
133,523.9636715636958
134,384.63403090664326
135,281.17799884140027
136,193.99806846303872
137,137.96231247183698
138,0.0
139,242.63755102040813
140,236.30599250690165
141,177.83544219096478
142,128.20823147486624
143,88.81107423060527
144,158.10364956723689
145,246.69981734867096
146,181.09871031243188
147,132.3881114689183
148,91.34085176744661
149,64.95732268275195
150,546.2450351485452
151,1410.4248456704981
152,1035.3721510159603
153,756.8853665718522
154,522.2111963521758
155,371.3720699294338
156,2909.365692255815
157,3789.8830505922697
158,2782.097449740583
159,2033.7893442655059
160,1403.2079539436747
161,997.8955756553206
162,328.0623140387077
163,569.2303716538776
164,417.8636501845747
165,305.4697595803198
166,210.75810901505508
167,149.88126594388393
168,403.62226940572
169,1042.1675995296318
170,765.0399186857611
171,559.2651093892965
172,385.8635861530953
173,274.408055018854
174,0.0
175,207.46183673469383
176,202.0481785722161
177,152.0542361159954
178,109.6215943262853
179,75.93593203021116
180,0.0
181,296.94428571428574
182,289.1956082637239
183,217.6382762437237
184,156.90358544211423
185,108.68862173236886
186,0.0
187,207.46183673469383
188,202.0481785722161
189,152.0542361159954
190,109.6215943262853
191,75.93593203021116
192,0.0
193,207.46183673469383
194,202.0481785722161
195,152.0542361159954
196,109.6215943262853
197,75.93593203021116
198,207.46183673469392
199,205.03788399889635
200,150.5152973214805
201,110.03079991677696
202,75.91547967214171
203,53.987522715840086
204,451.18421084996714
205,479.6952951050464
206,352.1372663348399
207,257.421974941015
208,177.60765822459027
209,126.30622271396786
210,0.0
211,207.46183673469383
212,202.0481785722161
213,152.0542361159954
214,109.6215943262853
215,75.93593203021116
216,0.0
217,207.46183673469383
218,202.0481785722161
219,152.0542361159954
220,109.6215943262853
221,75.93593203021116
222,0.0
223,282.71244897959184
224,275.33514729779057
225,207.20738882229966
226,149.3835679892482
227,103.47943336326749
228,0.0
229,267.50714285714287
230,260.52661935343144
231,196.06302008562685
232,141.34917513128053
233,97.9139322070746
234,26.878723951753802
235,529.9778207973991
236,389.04892947266376
237,284.4054104694232
238,196.22481317475692
239,139.5458687007569
240,207.46183673469392
241,205.03788399889635
242,150.5152973214805
243,110.03079991677696
244,75.91547967214171
245,53.987522715840086
246,4.7136295962313115
247,227.18762497264848
248,166.7750966484967
249,121.91715803635486
250,84.11644321039758
251,59.819662711865675
252,2.3804617693342083
253,114.73354973535095
254,84.22421268870572
255,61.570203556821376
256,42.48021045073592
257,30.20992999830007
258,207.46183673469392
259,205.03788399889635
260,150.5152973214805
261,110.03079991677696
262,75.91547967214171
263,53.987522715840086
264,0.0
265,242.87346938775514
266,236.5357546509395
267,178.00835296673583
268,128.33288932985528
269,88.8974259249193
270,207.46183673469392
271,205.03788399889635
272,150.5152973214805
273,110.03079991677696
274,75.91547967214171
275,53.987522715840086
276,0.0
277,207.46183673469383
278,202.0481785722161
279,152.0542361159954
280,109.6215943262853
281,75.93593203021116
282,267.50714285714287
283,264.3816298424134
284,194.07866900481014
285,141.87681635954925
286,97.88756035980875
287,69.61303427636304
288,207.46183673469392
289,205.03788399889635
290,150.5152973214805
291,110.03079991677696
292,75.91547967214171
293,53.987522715840086
294,0.0
295,334.78857142857134
296,326.05235800761176
297,245.37534849860782
298,176.9002797808648
299,122.54052410131818
300,30.252358512267183
301,230.2269243033863
302,169.006201620383
303,123.548156806072
304,85.24174679849655
305,60.61992575817826
306,0.0
307,207.46183673469383
308,202.0481785722161
309,152.0542361159954
310,109.6215943262853
311,75.93593203021116
312,0.0
313,207.46183673469383
314,202.0481785722161
315,152.0542361159954
316,109.6215943262853
317,75.93593203021116
318,0.0
319,207.46183673469383
320,202.0481785722161
321,152.0542361159954
322,109.6215943262853
323,75.93593203021116
324,79.10700104979506
325,263.9631468745755
326,193.77146680832027
327,141.65224314993205
328,97.73261662639504
329,69.50284557224795
330,611.7471454239334
331,2764.218996779983
332,2029.172541422946
333,1483.3806388798341
334,1023.4548219417262
335,727.8329885662462
336,0.0
337,267.50714285714287
338,260.52661935343144
339,196.06302008562685
340,141.34917513128053
341,97.9139322070746
342,0.0
343,207.46183673469383
344,202.0481785722161
345,152.0542361159954
346,109.6215943262853
347,75.93593203021116
348,766.3352786033455
349,1687.4243881959958
350,1238.7134442833246
351,905.5334146604964
352,624.7705513828791
353,444.3074650998849
354,0.0
355,207.46183673469383
356,202.0481785722161
357,152.0542361159954
358,109.6215943262853
359,75.93593203021116
360,0.0
361,243.16183673469388
362,236.81659713322787
363,178.21970497898874
364,128.48526091212122
365,89.00297518449167
366,207.46183673469392
367,205.03788399889635
368,150.5152973214805
369,110.03079991677696
370,75.91547967214171
371,53.987522715840086
372,0.0
373,207.46183673469383
374,202.0481785722161
375,152.0542361159954
376,109.6215943262853
377,75.93593203021116
378,822.9461277005583
379,1487.414096842249
380,1091.8888288350533
381,798.2006041572489
382,550.7165428682075
383,391.64373322133935
384,12.848187695413108
385,557.331514774039
386,409.12887421963995
387,299.08439939687725
388,206.3525454676476
389,146.74823611757014
390,0.0
391,337.25795918367345
392,328.45730778517
393,247.18522772596862
394,178.20508950869092
395,123.4443783411101
396,207.46183673469392
397,205.03788399889635
398,150.5152973214805
399,110.03079991677696
400,75.91547967214171
401,53.987522715840086
402,0.0
403,296.94428571428574
404,289.1956082637239
405,217.6382762437237
406,156.90358544211423
407,108.68862173236886
408,0.0
409,207.46183673469383
410,202.0481785722161
411,152.0542361159954
412,109.6215943262853
413,75.93593203021116
414,0.0
415,207.46183673469383
416,202.0481785722161
417,152.0542361159954
418,109.6215943262853
419,75.93593203021116
420,8.95431976809159
421,431.58050496476375
422,316.8169060078467
423,231.60182529983138
424,159.79310951005297
425,113.63735257638699
426,1281.6185461030668
427,1052.9229447059179
428,772.935259514642
429,565.0368195242594
430,389.84576335943825
431,277.23999236963425
